"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260217","2027","836","DEPARTMENT OF FINANCE","007","PARKING VIOLATIONS BUREAU","N","12,437,172","10,669,325","11,829,876","73","68","68","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","007","PARKING VIOLATIONS BUREAU","Y","-412,945","0","0","-7","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","009","CITY SHERIFF","N","29,976,818","30,935,774","32,356,458","277","317","317","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","009","CITY SHERIFF","Y","3,358,956","0","0","40","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","009","CITY SHERIFF","Y","3,358,956","0","0","40","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","009","CITY SHERIFF","N","29,976,818","32,235,774","32,356,458","277","317","317","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","011","ADMINISTRATION-OTPS","N","91,450,999","105,117,628","102,227,881","0","0","0","36","36","36"
"20260512","2027","836","DEPARTMENT OF FINANCE","011","ADMINISTRATION-OTPS","Y","0","-2,700,509","0","0","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","011","ADMINISTRATION-OTPS","Y","0","-2,700,509","0","0","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","011","ADMINISTRATION-OTPS","N","91,450,999","103,053,497","105,728,511","0","0","0","36","36","36"
"20260512","2027","836","DEPARTMENT OF FINANCE","022","OPERATIONS-OTPS","N","40,939,902","41,677,838","40,901,083","0","0","0","9","10","9"
"20260217","2027","836","DEPARTMENT OF FINANCE","022","OPERATIONS-OTPS","Y","0","-6,127,571","0","0","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","022","OPERATIONS-OTPS","N","40,939,902","47,802,308","40,901,083","0","0","0","9","10","9"
"20260512","2027","836","DEPARTMENT OF FINANCE","033","PROPERTY-OTPS","N","4,931,722","5,238,855","5,181,722","0","0","0","9","9","9"
"20260217","2027","836","DEPARTMENT OF FINANCE","033","PROPERTY-OTPS","Y","0","-18,554","0","0","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","033","PROPERTY-OTPS","N","4,931,722","5,258,409","5,181,722","0","0","0","9","9","9"
"20260512","2027","836","DEPARTMENT OF FINANCE","044","AUDIT-OTPS","N","345,711","364,848","345,711","0","0","0","6","7","6"
"20260217","2027","836","DEPARTMENT OF FINANCE","044","AUDIT-OTPS","N","345,711","297,025","345,711","0","0","0","6","7","6"
"20260217","2027","836","DEPARTMENT OF FINANCE","044","AUDIT-OTPS","Y","0","-1,314","0","0","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","055","LEGAL-OTPS","Y","0","-55,187","0","0","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","055","LEGAL-OTPS","N","93,244","228,436","93,244","0","0","0","2","5","2"
"20260217","2027","836","DEPARTMENT OF FINANCE","055","LEGAL-OTPS","Y","0","-55,187","0","0","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","055","LEGAL-OTPS","N","93,244","198,431","93,244","0","0","0","2","5","2"
"20260512","2027","836","DEPARTMENT OF FINANCE","077","PARKING VIOLATIONS BUREAU OTPS","N","890,475","1,874,465","2,211,139","0","0","0","2","3","2"
"20260217","2027","836","DEPARTMENT OF FINANCE","077","PARKING VIOLATIONS BUREAU OTPS","Y","0","-16,122","0","0","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","077","PARKING VIOLATIONS BUREAU OTPS","N","890,475","1,894,837","2,211,139","0","0","0","2","3","2"
"20260512","2027","836","DEPARTMENT OF FINANCE","099","CITY SHERIFF-OTPS","N","27,603,266","41,951,311","21,793,731","0","0","0","4","4","4"
"20260217","2027","836","DEPARTMENT OF FINANCE","099","CITY SHERIFF-OTPS","N","27,603,266","41,988,050","21,793,731","0","0","0","4","4","4"
"20260217","2027","836","DEPARTMENT OF FINANCE","099","CITY SHERIFF-OTPS","Y","0","-14,746","0","0","0","0","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","001","EXEC ADM & PLANN MGT.","N","84,744,102","96,112,605","94,825,867","700","764","754","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","001","EXEC ADM & PLANN MGT.","Y","761,511","348,215","547,320","8","4","2","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","001","EXEC ADM & PLANN MGT.","N","84,744,102","91,092,319","94,674,634","700","757","751","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","001","EXEC ADM & PLANN MGT.","Y","761,511","348,215","1,688,258","8","4","24","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","002","HIGHWAY OPERATIONS","N","245,841,286","248,854,971","252,205,156","2,026","2,030","1,996","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","002","HIGHWAY OPERATIONS","Y","0","0","0","0","0","-8","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","002","HIGHWAY OPERATIONS","N","245,841,286","248,199,601","245,974,584","2,026","2,030","2,030","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","003","TRANSIT OPERATIONS","N","79,294,520","103,676,338","98,505,135","684","683","691","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","003","TRANSIT OPERATIONS","Y","0","0","0","-6","-6","-6","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","003","TRANSIT OPERATIONS","Y","0","0","0","-6","-6","-6","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","003","TRANSIT OPERATIONS","N","79,294,520","103,676,338","92,934,212","684","683","691","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","004","TRAFFIC OPERATIONS","N","154,016,321","156,515,014","159,177,890","1,678","1,738","1,758","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","004","TRAFFIC OPERATIONS","Y","4,426,973","0","7,986,947","42","0","116","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","004","TRAFFIC OPERATIONS","N","154,016,321","156,377,489","158,227,260","1,678","1,738","1,746","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","004","TRAFFIC OPERATIONS","Y","4,426,973","0","2,000,000","42","0","20","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","006","BUREAU OF BRIDGES","N","91,447,636","92,820,245","93,237,403","743","743","743","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","006","BUREAU OF BRIDGES","N","91,447,636","91,447,636","91,910,546","743","743","743","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","007","BUREAU OF BRIDGES - OTPS","Y","192,486","-151,426","192,486","0","0","0","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","007","BUREAU OF BRIDGES - OTPS","N","33,572,382","32,549,829","33,531,087","0","0","0","105","105","105"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","007","BUREAU OF BRIDGES - OTPS","Y","192,486","42,486","192,486","0","0","0","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","007","BUREAU OF BRIDGES - OTPS","N","33,572,382","32,916,350","34,507,382","0","0","0","105","105","105"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","011","OTPS-EXEC AND ADMINISTRATION","Y","-11,003,776","-11,003,776","0","0","0","0","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","011","OTPS-EXEC AND ADMINISTRATION","N","128,724,238","133,822,926","134,053,388","0","0","0","130","130","130"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","011","OTPS-EXEC AND ADMINISTRATION","Y","-11,003,776","-11,003,776","0","0","0","0","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","011","OTPS-EXEC AND ADMINISTRATION","N","128,724,238","133,104,412","131,042,628","0","0","0","130","130","130"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","012","OTPS-HIGHWAY OPERATIONS","Y","0","18,831,611","0","0","0","0","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","012","OTPS-HIGHWAY OPERATIONS","N","151,951,215","158,679,503","157,505,234","0","0","0","103","101","103"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","012","OTPS-HIGHWAY OPERATIONS","Y","0","18,831,611","0","0","0","0","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","012","OTPS-HIGHWAY OPERATIONS","N","151,951,215","154,627,372","152,408,203","0","0","0","103","98","103"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","013","OTPS-TRANSIT OPERATIONS","Y","-46,340","-46,340","0","0","0","0","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","013","OTPS-TRANSIT OPERATIONS","N","46,826,554","51,125,539","53,801,480","0","0","0","31","32","31"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","013","OTPS-TRANSIT OPERATIONS","N","46,826,554","50,702,829","47,566,023","0","0","0","31","31","31"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","013","OTPS-TRANSIT OPERATIONS","Y","-46,340","-46,340","0","0","0","0","0","0","0"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","014","OTPS-TRAFFIC OPERATIONS","N","496,972,548","497,657,979","493,011,233","0","0","0","212","212","212"
"20260512","2027","841","DEPARTMENT OF TRANSPORTATION","014","OTPS-TRAFFIC OPERATIONS","Y","-4,679,623","-4,679,623","56,638,114","0","0","0","0","0","0"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","014","OTPS-TRAFFIC OPERATIONS","N","496,972,548","499,247,167","466,968,290","0","0","0","212","212","212"
"20260217","2027","841","DEPARTMENT OF TRANSPORTATION","014","OTPS-TRAFFIC OPERATIONS","Y","-4,679,623","-4,679,623","36,695,932","0","0","0","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","001","EXEC MGMT & ADMIN","Y","0","0","87,144","0","0","1","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","001","EXEC MGMT & ADMIN","N","10,445,179","10,445,179","10,502,996","110","110","110","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","001","EXEC MGMT & ADMIN","N","10,445,179","10,445,179","10,502,996","110","110","110","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","002","MAINTENANCE & OPERATIONS","N","362,487,584","399,783,381","366,785,656","3,512","3,634","3,530","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","002","MAINTENANCE & OPERATIONS","Y","4,678,630","-4,796,406","574,391","21","0","36","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","002","MAINTENANCE & OPERATIONS","Y","4,678,630","-4,796,406","-6,000,000","21","0","0","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","002","MAINTENANCE & OPERATIONS","N","362,487,584","392,431,425","365,611,680","3,512","3,634","3,529","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","003","DESIGN & ENGINEERING","N","56,932,908","56,932,908","57,585,927","589","589","595","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","003","DESIGN & ENGINEERING","N","56,932,908","56,932,908","56,080,735","589","589","576","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","004","RECREATION SERVICES","Y","253,373","0","6,400,162","4","0","60","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","004","RECREATION SERVICES","N","40,614,136","40,717,773","40,638,128","490","490","490","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","004","RECREATION SERVICES","Y","253,373","0","0","4","0","0","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","004","RECREATION SERVICES","N","40,614,136","40,714,663","40,638,128","490","490","490","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","006","MAINT & OPERATIONS - OTPS","N","121,247,484","125,686,580","113,669,626","0","0","0","221","221","221"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","006","MAINT & OPERATIONS - OTPS","Y","10,840,688","0","4,625,509","0","0","0","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","006","MAINT & OPERATIONS - OTPS","N","121,247,484","132,281,143","113,001,964","0","0","0","221","223","221"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","006","MAINT & OPERATIONS - OTPS","Y","10,840,688","0","50,000","0","0","0","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","007","EXEC MGT/ADMIN SVCS-OTPS","N","36,635,560","36,646,344","44,999,252","0","0","0","40","40","40"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","007","EXEC MGT/ADMIN SVCS-OTPS","N","36,635,560","36,717,344","36,635,560","0","0","0","40","41","40"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","009","RECREATION SERVICES-OTPS","Y","50,000","0","1,465,842","0","0","0","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","009","RECREATION SERVICES-OTPS","N","3,076,330","3,295,437","3,076,330","0","0","0","6","10","6"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","009","RECREATION SERVICES-OTPS","N","3,076,330","3,401,753","3,076,330","0","0","0","6","10","6"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","009","RECREATION SERVICES-OTPS","Y","50,000","0","0","0","0","0","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","010","DESIGN & ENGINEERING-OTPS","N","3,063,331","3,069,451","3,196,045","0","0","0","16","22","16"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","010","DESIGN & ENGINEERING-OTPS","N","3,063,331","3,069,451","2,588,198","0","0","0","16","21","16"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","011","URBAN PARK SERVICE","N","36,418,073","37,118,216","31,034,945","308","319","319","0","0","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","011","URBAN PARK SERVICE","N","36,418,073","37,083,347","31,034,945","308","319","319","0","0","0"
"20260512","2027","846","DEPARTMENT OF PARKS AND RECREATION","012","URBAN PARK SERVICE - OTPS","N","894,490","944,490","732,290","0","0","0","0","3","0"
"20260217","2027","846","DEPARTMENT OF PARKS AND RECREATION","012","URBAN PARK SERVICE - OTPS","N","894,490","944,490","732,290","0","0","0","0","2","0"
"20260512","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","001","DESIGN & ENGINEERING PS","N","121,752,882","121,757,816","121,968,878","1,110","1,110","1,109","0","0","0"
"20260217","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","001","DESIGN & ENGINEERING PS","N","121,752,882","121,752,882","121,832,842","1,110","1,110","1,109","0","0","0"
"20260512","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","002","DESIGN & ENGINEERING OTPS","N","21,442,907","36,938,219","21,656,127","0","0","0","50","51","50"
"20260217","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","002","DESIGN & ENGINEERING OTPS","N","21,442,907","34,938,219","21,442,907","0","0","0","50","51","50"
"20260512","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","003","EXEC, ADMIN & CAPITAL PLANNING PS","N","9,590,926","9,904,907","12,046,490","84","97","114","0","0","0"
"20260512","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","003","EXEC, ADMIN & CAPITAL PLANNING PS","Y","1,052,435","0","-977,000","13","0","-9","0","0","0"
"20260217","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","003","EXEC, ADMIN & CAPITAL PLANNING PS","Y","1,052,435","0","0","13","0","0","0","0","0"
"20260217","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","003","EXEC, ADMIN & CAPITAL PLANNING PS","N","9,590,926","10,254,907","10,360,386","84","97","98","0","0","0"
"20260512","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","004","EXEC, ADMIN & CAPITAL PLANNING OTPS","Y","-388,454","0","0","0","0","0","0","0","0"
"20260512","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","004","EXEC, ADMIN & CAPITAL PLANNING OTPS","N","11,038,863","13,528,865","9,295,348","0","0","0","8","11","8"
"20260217","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","004","EXEC, ADMIN & CAPITAL PLANNING OTPS","N","11,038,863","12,725,374","9,799,342","0","0","0","8","11","8"
"20260217","2027","850","DEPARTMENT OF DESIGN & CONSTRUCTION","004","EXEC, ADMIN & CAPITAL PLANNING OTPS","Y","-388,454","0","0","0","0","0","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","001","HUMAN CAPITAL","N","29,246,421","28,658,480","28,240,323","280","279","279","0","0","0"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","001","HUMAN CAPITAL","N","29,246,421","28,291,572","28,265,790","280","280","280","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","002","HUMAN CAPITAL","Y","0","-801,000","-40,000","0","0","0","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","002","HUMAN CAPITAL","N","10,510,100","15,283,043","9,865,265","0","0","0","20","23","21"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","002","HUMAN CAPITAL","Y","0","-801,000","0","0","0","0","0","0","0"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","002","HUMAN CAPITAL","N","10,510,100","14,770,172","9,657,265","0","0","0","20","23","21"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","005","BD OF STANDARD & APPEALS PS","N","2,918,438","2,768,438","2,925,175","24","24","24","0","0","0"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","005","BD OF STANDARD & APPEALS PS","N","2,918,438","2,768,438","2,925,175","24","24","24","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","006","BD. OF STANDARD & APPEAL  OTPS","N","125,659","275,659","125,659","0","0","0","2","3","3"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","006","BD. OF STANDARD & APPEAL  OTPS","N","125,659","275,659","125,659","0","0","0","2","3","3"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","100","EXECUTIVE AND OPERATIONS SUPPORT","N","35,132,379","36,870,951","35,354,351","315","334","314","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","100","EXECUTIVE AND OPERATIONS SUPPORT","Y","0","0","-1,820,000","0","0","-18","0","0","0"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","100","EXECUTIVE AND OPERATIONS SUPPORT","N","35,132,379","36,324,088","34,676,655","315","326","305","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","190","EXECUTIVE AND OPERATIONS SUPPORT - OTPS","N","11,231,494","15,925,132","7,581,339","0","0","0","16","18","16"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","190","EXECUTIVE AND OPERATIONS SUPPORT - OTPS","Y","-1,535,354","-1,535,354","-1,535,354","0","0","0","-1","-1","-1"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","190","EXECUTIVE AND OPERATIONS SUPPORT - OTPS","Y","-1,535,354","-1,535,354","-1,535,354","0","0","0","-1","-1","-1"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","190","EXECUTIVE AND OPERATIONS SUPPORT - OTPS","N","11,231,494","13,328,983","7,550,019","0","0","0","16","17","16"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","200","DIV OF ADMINISTRATION AND SECURITY - PS","N","15,351,405","15,841,426","16,143,686","186","186","191","0","0","0"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","200","DIV OF ADMINISTRATION AND SECURITY - PS","N","15,351,405","15,942,592","16,152,701","186","188","189","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","290","DIV OF ADMINISTRATION AND SECURITY- OTPS","N","21,007,893","21,134,049","21,024,081","0","0","0","11","13","12"
"20260217","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","290","DIV OF ADMINISTRATION AND SECURITY- OTPS","N","21,007,893","21,132,740","20,997,893","0","0","0","11","13","11"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","300","ASSET MANAGEMENT-PUBLIC FACILITIES","N","110,551,605","115,200,356","118,010,852","1,123","1,137","1,144","0","0","0"
"20260512","2027","856","DEPARTMENT OF CITYWIDE ADMIN SERVICE","300","ASSET MANAGEMENT-PUBLIC FACILITIES","Y","-3,000,000","-3,000,000","-3,000,000","0","0","0","0","0","0"
