"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","106","OFFICE OF CHIEF MEDICAL EXAMINER - PS","Y","9,417,383","3,006,213","8,176,319","87","4","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","106","OFFICE OF CHIEF MEDICAL EXAMINER - PS","N","82,620,064","91,342,458","87,933,796","773","886","797","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","106","OFFICE OF CHIEF MEDICAL EXAMINER - PS","N","82,620,064","91,654,113","88,239,753","773","886","861","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","106","OFFICE OF CHIEF MEDICAL EXAMINER - PS","Y","9,417,383","2,689,624","2,659,730","87","4","4","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","107","CENTER FOR HLTH EQUITY& COMM WELLNESS-PS","N","29,488,744","35,253,834","35,368,019","338","357","408","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","107","CENTER FOR HLTH EQUITY& COMM WELLNESS-PS","Y","0","0","0","-10","-10","-10","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","107","CENTER FOR HLTH EQUITY& COMM WELLNESS-PS","Y","0","0","980,000","-10","-10","3","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","107","CENTER FOR HLTH EQUITY& COMM WELLNESS-PS","N","29,488,744","35,800,525","30,326,981","338","357","342","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","108","MENTAL HYGIENE MANAGEMENT SERVICES - PS","N","62,963,596","63,423,605","62,623,139","593","597","560","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","108","MENTAL HYGIENE MANAGEMENT SERVICES - PS","Y","0","0","0","-2","-2","-2","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","108","MENTAL HYGIENE MANAGEMENT SERVICES - PS","N","62,963,596","63,112,385","60,223,225","593","597","593","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","108","MENTAL HYGIENE MANAGEMENT SERVICES - PS","Y","0","0","0","-2","-2","-2","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","109","CENTER FOR POP HEALTH DATA SCIENCE - PS","N","23,202,596","23,372,597","22,395,000","197","201","195","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","109","CENTER FOR POP HEALTH DATA SCIENCE - PS","N","23,202,596","23,372,597","22,366,974","197","201","197","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","111","HEALTH ADMINISTRATION - OTPS","Y","8,463,164","-2,500,000","36,000","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","111","HEALTH ADMINISTRATION - OTPS","N","206,072,038","237,647,480","230,257,281","0","0","0","310","300","311"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","111","HEALTH ADMINISTRATION - OTPS","N","206,072,038","226,510,030","201,489,126","0","0","0","310","311","308"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","111","HEALTH ADMINISTRATION - OTPS","Y","8,463,164","-2,500,000","31,328,583","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","112","DISEASE CONTROL - OTPS","N","228,549,190","322,460,897","193,712,880","0","0","0","191","181","188"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","112","DISEASE CONTROL - OTPS","Y","2,600,000","723,120","12,376,274","0","0","0","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","112","DISEASE CONTROL - OTPS","Y","2,600,000","723,120","82,000","0","0","0","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","112","DISEASE CONTROL - OTPS","N","228,549,190","336,242,654","188,471,154","0","0","0","191","179","190"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","113","FAMILY & CHILD HEALTH - OTPS","Y","68,526,838","0","0","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","113","FAMILY & CHILD HEALTH - OTPS","N","57,421,595","139,270,454","127,343,967","0","0","0","109","91","109"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","113","FAMILY & CHILD HEALTH - OTPS","Y","68,526,838","0","0","0","0","0","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","113","FAMILY & CHILD HEALTH - OTPS","N","57,421,595","137,638,391","127,348,295","0","0","0","109","111","109"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","114","ENVIRONMENTAL HEALTH - OTPS","Y","0","0","4,910,437","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","114","ENVIRONMENTAL HEALTH - OTPS","N","58,226,239","62,385,044","61,624,855","0","0","0","28","28","28"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","114","ENVIRONMENTAL HEALTH - OTPS","Y","0","0","119,904","0","0","0","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","114","ENVIRONMENTAL HEALTH - OTPS","N","58,226,239","61,595,563","59,179,454","0","0","0","28","28","32"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","115","EARLY INTERVENTION - OTPS","N","258,346,318","352,796,183","351,039,826","0","0","0","175","174","173"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","115","EARLY INTERVENTION - OTPS","N","258,346,318","258,346,183","351,296,318","0","0","0","175","174","174"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","115","EARLY INTERVENTION - OTPS","Y","0","0","246,764","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","116","OFFICE OF CHIEF MEDICAL EXAMINER - OTPS","N","27,930,194","33,726,326","30,873,202","0","0","0","31","33","31"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","116","OFFICE OF CHIEF MEDICAL EXAMINER - OTPS","Y","686,476","162,879","-1,776,121","0","0","0","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","116","OFFICE OF CHIEF MEDICAL EXAMINER - OTPS","Y","686,476","162,879","162,879","0","0","0","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","116","OFFICE OF CHIEF MEDICAL EXAMINER - OTPS","N","27,930,194","33,356,725","30,507,070","0","0","0","31","33","31"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","117","CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP","Y","0","0","0","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","117","CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP","N","86,092,203","100,812,029","75,458,016","0","0","0","14","14","13"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","117","CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP","Y","0","-8,000,000","520,000","0","0","0","0","0","0"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","117","CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP","N","86,092,203","100,710,269","62,315,793","0","0","0","14","14","14"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","118","MENTAL HYGIENE MANAGEMENT SERVICES- OTPS","Y","0","0","2,753,333","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","118","MENTAL HYGIENE MANAGEMENT SERVICES- OTPS","N","48,911,074","52,872,702","46,105,971","0","0","0","72","72","55"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","118","MENTAL HYGIENE MANAGEMENT SERVICES- OTPS","N","48,911,074","51,634,402","44,478,842","0","0","0","72","73","72"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","119","CENTER FOR POP HEALTH DATA SCIENCE-OTPS","N","14,103,304","11,761,437","12,389,198","0","0","0","31","28","28"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","119","CENTER FOR POP HEALTH DATA SCIENCE-OTPS","N","14,103,304","14,448,500","10,101,603","0","0","0","31","28","30"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","120","MENTAL HEALTH","Y","4,472,853","0","0","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","120","MENTAL HEALTH","N","564,609,094","731,862,324","619,003,847","0","0","0","186","188","187"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","120","MENTAL HEALTH","N","564,609,094","641,859,567","564,275,358","0","0","0","186","187","186"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","120","MENTAL HEALTH","Y","4,472,853","0","0","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","121","DEVELOPMENT DISABILITY - OTPS","N","8,461,743","8,796,575","9,086,756","0","0","0","68","68","68"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","121","DEVELOPMENT DISABILITY - OTPS","N","8,461,743","8,627,121","8,627,121","0","0","0","68","68","68"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","122","ALCOHOL&DRUG USE PREVENT, CARE TREATMENT","Y","3,000,000","0","0","0","0","0","0","0","0"
"20260512","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","122","ALCOHOL&DRUG USE PREVENT, CARE TREATMENT","N","148,829,326","181,194,304","182,711,976","0","0","0","65","67","67"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","122","ALCOHOL&DRUG USE PREVENT, CARE TREATMENT","N","148,829,326","171,998,545","176,916,740","0","0","0","65","67","62"
"20260217","2027","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","122","ALCOHOL&DRUG USE PREVENT, CARE TREATMENT","Y","3,000,000","0","0","0","0","0","0","0","0"
"20260512","2027","819","HEALTH AND HOSPITALS CORP","001","LUMP SUM","N","1,672,894,540","2,300,131,283","1,746,334,316","0","0","0","0","0","0"
"20260217","2027","819","HEALTH AND HOSPITALS CORP","001","LUMP SUM","N","1,672,894,540","2,125,890,916","1,739,238,115","0","0","0","0","0","0"
"20260512","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","001","OFF OF ADM. TRIALS & HEARINGS","N","64,609,302","62,324,302","61,058,579","500","470","470","0","0","0"
"20260512","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","001","OFF OF ADM. TRIALS & HEARINGS","Y","-2,402,000","0","0","-32","0","0","0","0","0"
"20260217","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","001","OFF OF ADM. TRIALS & HEARINGS","N","64,609,302","62,324,302","62,688,579","500","470","470","0","0","0"
"20260217","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","001","OFF OF ADM. TRIALS & HEARINGS","Y","-2,402,000","0","0","-32","0","0","0","0","0"
"20260512","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","002","OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS","Y","-1,412,136","0","0","0","0","0","0","0","0"
"20260512","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","002","OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS","N","20,107,380","19,477,918","21,410,457","0","0","0","34","36","30"
"20260217","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","002","OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS","Y","-1,412,136","0","0","0","0","0","0","0","0"
"20260217","2027","820","OFFICE OF ADMIN TRIALS & HEARINGS","002","OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS","N","20,107,380","19,330,124","17,362,242","0","0","0","34","36","30"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","001","EXECUTIVE AND SUPPORT","N","66,949,900","67,898,515","68,170,348","524","535","535","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","001","EXECUTIVE AND SUPPORT","N","66,949,900","67,897,895","68,152,161","524","535","535","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","002","ENVIRONMENTAL MANAGEMENT","N","28,443,861","33,737,470","35,856,164","299","374","377","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","002","ENVIRONMENTAL MANAGEMENT","N","28,443,861","33,265,609","26,137,233","299","367","285","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","003","WATER SUP. & WASTEWATER COLL","N","278,069,007","278,477,108","280,244,270","2,795","2,789","2,789","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","003","WATER SUP. & WASTEWATER COLL","Y","0","0","0","-26","-26","-26","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","003","WATER SUP. & WASTEWATER COLL","N","278,069,007","278,475,248","275,342,869","2,795","2,789","2,763","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","003","WATER SUP. & WASTEWATER COLL","Y","0","0","0","-26","-26","0","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","004","UTILITY - OTPS","Y","-25,202,325","-25,202,325","-25,202,325","0","0","0","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","004","UTILITY - OTPS","N","936,039,312","1,086,569,524","976,720,560","0","0","0","246","246","246"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","004","UTILITY - OTPS","Y","-25,202,325","-25,202,325","-25,202,325","0","0","0","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","004","UTILITY - OTPS","N","936,039,312","1,061,569,524","865,639,664","0","0","0","246","246","246"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","005","ENVIRONMENTAL MANAGEMENT -OTPS","Y","-5,975","-5,975","-5,975","0","0","0","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","005","ENVIRONMENTAL MANAGEMENT -OTPS","N","39,264,552","40,757,047","17,969,960","0","0","0","22","21","22"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","005","ENVIRONMENTAL MANAGEMENT -OTPS","N","39,264,552","40,908,631","15,760,960","0","0","0","22","22","22"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","005","ENVIRONMENTAL MANAGEMENT -OTPS","Y","-5,975","-5,975","-5,975","0","0","0","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","006","EXECUTIVE & SUPPORT-OTPS","N","82,802,816","84,714,223","88,455,604","0","0","0","110","110","110"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","006","EXECUTIVE & SUPPORT-OTPS","Y","-655,747","-655,747","-655,747","0","0","0","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","006","EXECUTIVE & SUPPORT-OTPS","N","82,802,816","84,714,223","86,359,906","0","0","0","110","110","110"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","006","EXECUTIVE & SUPPORT-OTPS","Y","-655,747","-655,747","-655,747","0","0","0","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","007","CENTRAL UTILITY","N","98,016,862","97,671,385","98,409,517","947","946","946","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","007","CENTRAL UTILITY","N","98,016,862","97,670,765","98,332,463","947","946","946","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","008","WASTEWATER TREATMENT","N","247,916,724","250,445,221","250,706,827","1,769","1,766","1,766","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","008","WASTEWATER TREATMENT","N","247,916,724","250,435,353","250,603,441","1,769","1,766","1,766","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","102","CLIMATE OFFICE - PS","N","0","0","6,632,019","0","0","52","0","0","0"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","102","CLIMATE OFFICE - PS","N","0","0","6,632,019","0","0","53","0","0","0"
"20260512","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","105","CLIMATE OFFICE - OTPS","N","0","0","19,079,572","0","0","0","0","0","7"
"20260217","2027","826","DEPARTMENT OF ENVIRONMENTAL PROTECT.","105","CLIMATE OFFICE - OTPS","N","0","0","19,700,572","0","0","0","0","0","7"
"20260512","2027","827","DEPARTMENT OF SANITATION","101","EXECUTIVE ADMINISTRATIVE","N","85,192,702","84,162,702","87,950,687","883","758","791","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","101","EXECUTIVE ADMINISTRATIVE","Y","-20,864,783","3,103,997","11,420,888","-287","0","28","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","101","EXECUTIVE ADMINISTRATIVE","N","85,192,702","84,162,702","85,879,009","883","758","758","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","101","EXECUTIVE ADMINISTRATIVE","Y","-20,864,783","-9,896,003","4,637,963","-287","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","N","860,882,799","893,029,643","905,562,172","7,384","7,594","7,596","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","Y","101,183,214","102,573,246","118,884,181","244","0","89","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","Y","101,183,214","102,573,246","139,878,038","244","0","6","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","N","860,882,799","858,688,383","880,959,411","7,384","7,594","7,594","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","Y","0","106,926","142,652","-33","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","N","39,305,852","40,057,706","38,416,330","443","386","386","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","N","39,305,852","38,057,706","38,416,330","443","386","386","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","Y","0","106,926","142,652","-33","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT","Y","0","9,000,000","5,000,000","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT","N","27,890,452","25,859,686","25,179,391","224","193","186","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT","N","27,890,452","25,937,200","25,179,391","224","193","186","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT","Y","0","0","5,000,000","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP","N","79,437,402","89,255,073","85,104,421","760","694","698","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP","Y","0","21,385","28,530","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP","N","79,437,402","77,237,773","84,742,153","760","694","694","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP","Y","0","21,385","28,530","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","Y","-487,888","7,271,381","-487,888","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","N","130,997,042","149,224,877","146,497,042","0","0","0","46","46","46"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","N","130,997,042","145,660,615","127,111,024","0","0","0","46","46","46"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","Y","-487,888","-2,487,888","-487,888","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","107","SNOW BUDGET-PS","N","46,668,002","96,668,002","51,453,664","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","107","SNOW BUDGET-PS","N","46,668,002","46,668,002","51,550,024","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","N","25,632,147","29,778,107","23,171,682","0","0","0","16","12","16"
"20260512","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","Y","0","-751,485","0","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","N","25,632,147","27,785,037","20,166,147","0","0","0","16","12","16"
"20260512","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","Y","0","-29,451,486","0","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","N","544,396,640","628,638,047","543,674,106","0","0","0","59","54","55"
"20260217","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","N","544,396,640","564,258,605","543,674,106","0","0","0","59","55","55"
"20260217","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","Y","0","-21,416,446","0","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","111","BUILDING MANAGEMENT-OTPS","N","4,179,939","6,060,863","4,179,939","0","0","0","33","33","33"
"20260217","2027","827","DEPARTMENT OF SANITATION","111","BUILDING MANAGEMENT-OTPS","N","4,179,939","6,060,863","4,179,939","0","0","0","33","33","33"
"20260512","2027","827","DEPARTMENT OF SANITATION","112","MOTOR EQUIPMENT-OTPS","N","25,909,862","27,205,355","25,909,862","0","0","0","18","17","18"
"20260217","2027","827","DEPARTMENT OF SANITATION","112","MOTOR EQUIPMENT-OTPS","N","25,909,862","25,918,467","25,909,862","0","0","0","18","17","18"
"20260512","2027","827","DEPARTMENT OF SANITATION","113","SNOW-OTPS","N","37,640,274","87,642,195","39,295,848","0","0","0","6","3","6"
"20260217","2027","827","DEPARTMENT OF SANITATION","113","SNOW-OTPS","N","37,640,274","37,642,195","39,583,927","0","0","0","6","3","6"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","N","6,653,670","6,742,467","6,783,369","72","72","72","0","0","0"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","N","6,653,670","6,712,467","6,688,899","72","72","72","0","0","0"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES","N","2,253,519","2,418,203","2,240,269","0","0","0","5","6","6"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES","Y","-182,271","0","-182,271","0","0","0","0","0","0"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES","N","2,253,519","2,624,986","2,225,520","0","0","0","5","6","6"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES","Y","-182,271","-182,271","-182,271","0","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","Y","-6,728,298","0","-926,056","-86","0","-7","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","N","58,417,363","51,712,462","53,127,844","529","444","450","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","Y","-6,728,298","0","0","-86","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","N","58,417,363","51,638,164","53,010,893","529","443","449","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","Y","-7,006,077","0","0","-59","0","-2","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","N","30,020,690","23,062,450","23,526,381","341","290","290","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","Y","-7,006,077","0","0","-59","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","N","30,020,690","23,179,401","23,641,032","341","291","291","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","N","36,810,860","34,057,378","34,648,836","448","389","389","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","Y","-2,978,482","0","0","-63","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","N","36,810,860","33,757,378","34,648,836","448","384","389","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","Y","-2,978,482","0","0","-63","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","004","AUDIT","Y","-688,191","0","0","-9","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","004","AUDIT","N","43,827,760","36,196,053","38,971,677","449","440","440","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","004","AUDIT","Y","-688,191","0","0","-9","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","004","AUDIT","N","43,827,760","36,496,053","38,971,677","449","440","440","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","005","LEGAL","N","8,320,211","7,493,559","7,784,169","72","67","67","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","005","LEGAL","Y","-417,985","0","-223,944","-7","0","-1","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","005","LEGAL","N","8,320,211","7,657,559","7,784,169","72","67","67","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","005","LEGAL","Y","-417,985","0","0","-7","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","007","PARKING VIOLATIONS BUREAU","N","12,437,172","10,469,325","11,829,876","73","68","68","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","007","PARKING VIOLATIONS BUREAU","Y","-412,945","0","0","-7","0","-2","0","0","0"
